,Engagements,Followers at Posting,Date,Day,Month,Day,Time,Hour,Hour_bucket,Type,Description,unique_word_count,character_count,Tag_Number,Hashtag_Number,Hashtags,Tags
420,,31689574,10/28/2018,Sunday,10,28,20:59,20,7,Video,A shoe from @russwest44... & he keeps the pizza! #ThisIsWhyWePlay,29,65,1,1,['#ThisIsWhyWePlay'],['@russwest44...']
421,,31634859,10/26/2018,Friday,10,26,21:30,21,8,Video,?? @antdavis23 ??,12,17,1,0,[],['@antdavis23']
422,,31575353,10/26/2018,Friday,10,26,0:46,0,1,Photo,@kingjames notches his first triple-double for the @lakers (23/10/10)! #TripleDoubleAlert,35,89,2,1,['#TripleDoubleAlert'],"['@kingjames', '@lakers']"
423,,31575353,10/25/2018,Thursday,10,25,20:49,20,7,Video,@kingjames warms up... from the @lakers logo!,22,45,2,0,[],"['@kingjames', '@lakers']"
424,,31575353,10/25/2018,Thursday,10,25,16:46,16,6,Video,The wizardry of Nikola Jokic takes centerstage... @nuggets/@lakers 10:30pm/et @nbaontnt!,34,88,3,0,[],"['@nuggets/@lakers', '@nbaontnt!']"
425,,31575353,10/25/2018,Thursday,10,25,0:10,0,1,Photo,@bensimmons notches his 14th career triple-double for the @sixers with 14p/13r/11a! #TripleDoubleAlert,31,102,2,1,['#TripleDoubleAlert'],"['@bensimmons', '@sixers']"
426,,31575353,10/24/2018,Wednesday,10,24,23:16,23,8,Video,@steph puts up 23... in the first quarter! #kiatipoff18,23,55,1,1,['#kiatipoff18'],['@steph']
427,,31575353,10/24/2018,Wednesday,10,24,23:10,23,8,Video,Toss it up!,9,11,0,0,[],[]
428,,31575353,10/24/2018,Wednesday,10,24,22:13,22,8,Photo,@dwyanewade x @chrisbosh #OneLastDance,21,38,2,1,['#OneLastDance'],"['@dwyanewade', '@chrisbosh']"
429,,31550166,10/23/2018,Tuesday,10,23,22:48,22,8,Video,@blakegriffin23 puts up monster 50p/14r/6a statline to lead the @detroitpistons in OT W! #KiaTipOff18,35,101,2,1,['#KiaTipOff18'],"['@blakegriffin23', '@detroitpistons']"
430,,31524826,10/23/2018,Tuesday,10,23,1:27,1,1,Video,?? the best from a wild OT between the @spurs and @lakers! #kiatipoff18,27,71,2,1,['#kiatipoff18'],"['@spurs', '@lakers!']"
431,,31487063,10/21/2018,Sunday,10,21,23:33,23,8,Album,The @atlhawks @nuggets @sacramentokings & @laclippers are each victorious in Sundayís #KiaTipOff18 action!,33,106,4,1,['#KiaTipOff18'],"['@atlhawks', '@nuggets', '@sacramentokings', '@laclippers']"
432,,31451030,10/20/2018,Saturday,10,20,23:03,23,8,Video,@javalemcgee to @kingjames ??,17,29,2,0,[],"['@javalemcgee', '@kingjames']"
433,,31389875,10/19/2018,Friday,10,19,1:40,1,1,Album,"The @sixers, @miamiheat & @trailblazers are each victorious in tonightís #KiaTipOff18 action!",32,93,3,1,['#KiaTipOff18'],"['@sixers,', '@miamiheat', '@trailblazers']"
434,,31389875,10/18/2018,Thursday,10,18,16:47,16,6,Video,@kingjames makes his @lakers debut TONIGHT in Portland (10:30pm/et @nbaontnt)! #KiaTipOff18,39,91,3,1,['#KiaTipOff18'],"['@kingjames', '@lakers', '@nbaontnt)!']"
435,,31360744,10/17/2018,Wednesday,10,17,20:14,20,7,Video,@naterobinson inspires the young fella! #ThisIsWhyWePlay,24,56,1,1,['#ThisIsWhyWePlay'],['@naterobinson']
436,,31360744,10/17/2018,Wednesday,10,17,14:59,14,5,Photo,Let us know Who Ya Got in tonightís #KiaTipOff18 @dallasmavs/@suns action... with #KiaWhoYaGot + #Sweepstakes for a chance at winning ?? to a regular season game!,39,162,2,3,"['#KiaTipOff18', '#KiaWhoYaGot', '#Sweepstakes']",['@dallasmavs/@suns']
437,,31360744,10/17/2018,Wednesday,10,17,3:42,3,2,Video,"@stephencurry30 opens up the season with 32 points, 9 assists and 8 boards in the @warriors W! #KiaTipOff18",32,107,2,1,['#KiaTipOff18'],"['@stephencurry30', '@warriors']"
438,,31327676,10/16/2018,Tuesday,10,16,23:56,23,8,Video,@ds17_fg hustles back for the denial! #KiaTipOff18,29,50,1,1,['#KiaTipOff18'],['@ds17_fg']
439,,31327676,10/16/2018,Tuesday,10,16,22:59,22,8,Video,Itís GAMETIME @nbaontnt! #KiaTipOff18,24,37,1,1,['#KiaTipOff18'],['@nbaontnt!']
440,,31327676,10/16/2018,Tuesday,10,16,21:03,21,8,Video,Which was your fave early @bensimmons dime?? #KiaTipOff18,29,57,1,1,['#KiaTipOff18'],['@bensimmons']
441,,31327676,10/16/2018,Tuesday,10,16,17:55,17,6,Video,@kyrieirving and @gordonhayward return for the @celtics (8pm/et @nbaontnt)! #KiaTipOff18 ...how far do you expect Boston to go this season?,38,139,4,1,['#KiaTipOff18'],"['@kyrieirving', '@gordonhayward', '@celtics', '@nbaontnt)!']"
442,,31327676,10/16/2018,Tuesday,10,16,16:48,16,6,Album,Familiar Faces in New Places! #KiaTipOff18 #ThisIsWhyWePlay #NBAart,30,67,0,3,"['#KiaTipOff18', '#ThisIsWhyWePlay', '#NBAart']",[]
443,,31187763,10/10/2018,Wednesday,10,10,23:57,23,8,Video,@kingjames beats the buzzer from the Las Vegas Strip! #nbapreseason,25,67,1,1,['#nbapreseason'],['@kingjames']
444,,31187763,10/10/2018,Wednesday,10,10,20:06,20,7,Video,@reggie_jackson gets to the rim for the @detroitpistons! #nbapreseason,23,70,2,1,['#nbapreseason'],"['@reggie_jackson', '@detroitpistons!']"
445,,31170452,10/9/2018,Tuesday,10,9,1:08,1,1,Album,Swipe through to recap tonightís #NBAPreseason action!,23,54,0,1,['#NBAPreseason'],[]
446,,31154647,10/9/2018,Tuesday,10,9,0:01,0,1,Video,What a pass by @fmason0! #nbapreseason,19,38,1,1,['#nbapreseason'],['@fmason0!']
447,,31154647,10/8/2018,Monday,10,8,20:51,20,7,Video,Level up! #nbapreseason,15,23,0,1,['#nbapreseason'],[]
448,,31154647,10/8/2018,Monday,10,8,19:31,19,7,Video,@_bigjayy_ protects the paint for the @brooklynnets!,22,52,2,0,[],"['@_bigjayy_', '@brooklynnets!']"
449,,31154647,10/8/2018,Monday,10,8,11:18,11,4,Photo,The @dallasmavs take todayís #NBAChinaGames action 115-112 over the @sixers in Shenzhen! #nbapreseason,36,102,2,2,"['#NBAChinaGames', '#nbapreseason']","['@dallasmavs', '@sixers']"
450,,31154647,10/8/2018,Monday,10,8,9:56,9,4,Video,@desmith4 putting on a SHOW in Shenzhen! #NBAChinaGames,28,55,1,1,['#NBAChinaGames'],['@desmith4']
451,,31154647,10/8/2018,Monday,10,8,9:35,9,4,Video,The @sixers end the first half STRONG! ??: @nbatv #NBAChinaGames,30,64,2,1,['#NBAChinaGames'],"['@sixers', '@nbatv']"
452,,31154647,10/8/2018,Monday,10,8,1:13,1,1,Photo,"? Set Your Alarm! ? 
Game 2 of the 2018 #NBAChinaGames tips off at 8:00am/et on @NBATV from Shenzhen!",36,101,1,1,['#NBAChinaGames'],['@NBATV']
453,,31139333,10/7/2018,Sunday,10,7,17:10,17,6,Video,@cp3 launches from DEEP to beat the horn for the @houstonrockets! #nbapreseason,24,79,2,1,['#nbapreseason'],"['@cp3', '@houstonrockets!']"
454,,31123897,10/6/2018,Saturday,10,6,12:05,12,5,Video,10 days from #KiaTipOff18... ?? the Top 10 Plays from last season!,27,66,0,1,['#KiaTipOff18...'],[]
455,,31110174,10/6/2018,Saturday,10,6,1:00,1,1,Video,@easymoneysniper puts the ?? on his 26 point night for the @warriors! #NBAPreseason,27,83,2,1,['#NBAPreseason'],"['@easymoneysniper', '@warriors!']"
456,,31110174,10/6/2018,Saturday,10,6,0:32,0,1,Album,Seattle in the house! #NBAPreseason,19,35,0,1,['#NBAPreseason'],[]
457,,31110174,10/5/2018,Friday,10,5,23:36,23,8,Photo,@realbillrussell x @easymoneysniper in Seattle! #NBAPreseason,24,61,2,1,['#NBAPreseason'],"['@realbillrussell', '@easymoneysniper']"
458,,31110174,10/5/2018,Friday,10,5,19:57,19,7,Video,@therealmobamba extends for the PUTBACK! #NBARooks #nbapreseason,29,64,1,2,"['#NBARooks', '#nbapreseason']",['@therealmobamba']
459,,31110174,10/5/2018,Friday,10,5,13:58,13,5,Photo,?? #WorldSmileDay,15,17,0,1,['#WorldSmileDay'],[]
460,,31097770,10/4/2018,Thursday,10,4,13:20,13,5,Video,"@lukadoncic, @jalenbrunson1 & @kostas__ante13 show off the moves at Fan Day in Shanghai! #NBAChinaGames",39,103,3,1,['#NBAChinaGames'],"['@lukadoncic,', '@jalenbrunson1', '@kostas__ante13']"
461,,31082284,10/3/2018,Wednesday,10,3,13:57,13,5,Album,On the move in Shanghai! #NBAChinaGames #ThisIsWhyWePlay,27,56,0,2,"['#NBAChinaGames', '#ThisIsWhyWePlay']",[]
462,,31026589,10/2/2018,Tuesday,10,2,23:45,23,8,Video,The @lakers move the ball and find @javalemcgee! #NBAPreseason,28,62,2,1,['#NBAPreseason'],"['@lakers', '@javalemcgee!']"
463,,31026589,10/2/2018,Tuesday,10,2,22:44,22,8,Video,@kingjames takes the @staplescenterla floor for the @lakers @nbaontnt! #NBAPreseason,26,84,4,1,['#NBAPreseason'],"['@kingjames', '@staplescenterla', '@lakers', '@nbaontnt!']"
464,,31026589,10/2/2018,Tuesday,10,2,22:27,22,8,Video,NOPE! #NBAPreseason,15,19,0,1,['#NBAPreseason'],[]
465,,31026589,10/2/2018,Tuesday,10,2,21:58,21,8,Video,@jharden13 hits ahead to @carmeloanthony ????! #NBAPreseason,26,60,2,1,['#NBAPreseason'],"['@jharden13', '@carmeloanthony']"
466,,31026589,10/2/2018,Tuesday,10,2,20:29,20,7,Video,@_kw15 ?? @milesbridges ?? #NBAPreseason,25,40,2,1,['#NBAPreseason'],"['@_kw15', '@milesbridges']"
467,,31026589,10/2/2018,Tuesday,10,2,18:50,18,7,Video,"14 days from #KiaTipOff18... Nikola Jokic recorded the fastest triple-double in @NBAHistory (14mins, 33sec) vs Milwaukee (2/15/18)!",46,131,1,1,['#KiaTipOff18...'],['@NBAHistory']
468,,31026589,9/30/2018,Sunday,9,30,22:21,22,8,Photo,Purple & Gold Threads. #NBAPreseason,21,36,0,1,['#NBAPreseason'],[]
469,,31026589,9/30/2018,Sunday,9,30,20:50,20,7,Video,@jabariparker crosses into the lane for the @chicagobulls! #NBAPreseason,26,72,2,1,['#NBAPreseason'],"['@jabariparker', '@chicagobulls!']"
470,,31026589,9/30/2018,Sunday,9,30,18:52,18,7,Video,@jaytatum0 flushes home the @celtics oop! #NBAPreseason,26,55,2,1,['#NBAPreseason'],"['@jaytatum0', '@celtics']"
471,,31026589,9/30/2018,Sunday,9,30,11:57,11,4,Video,16 days from #KiaTipOff18... the @sixers won 16 straight heading into the 2018 playoffs!,31,88,1,1,['#KiaTipOff18...'],['@sixers']
472,,31009808,9/29/2018,Saturday,9,29,19:20,19,7,Video,Kawhi Leonard gets on the board for the @raptors! #NBAPreseason,25,63,1,1,['#NBAPreseason'],['@raptors!']
473,,30982731,9/28/2018,Friday,9,28,19:17,19,7,Photo,Take Note... whatís your outlook for the @utahjazz this NBA season? #ThisIsWhyWePlay #NBAMediaDay,33,97,1,2,"['#ThisIsWhyWePlay', '#NBAMediaDay']",['@utahjazz']
474,,30980005,9/27/2018,Thursday,9,27,22:28,22,8,Album,"De-troit Basket-ball... what are your HOPES for the @DetroitPistons this NBA season? 
#ThisIsWhyWePlay #NBAMediaDay",37,115,1,2,"['#ThisIsWhyWePlay', '#NBAMediaDay']",['@DetroitPistons']
475,,30928279,9/26/2018,Wednesday,9,26,2:34,2,1,Photo,"It's time to rise in Phoenix... what are your HOPES for the @Suns this upcoming season? 
#ThisIsWhyWePlay #NBAMediaDay",40,118,1,2,"['#ThisIsWhyWePlay', '#NBAMediaDay']",['@Suns']
476,,30928279,9/25/2018,Tuesday,9,25,12:59,12,5,Album,Season 16 starts NOW!,15,21,0,0,[],[]
477,,30896174,9/24/2018,Monday,9,24,11:45,11,4,Video,"@kyrieirving, @jaytatum0, & @fchwpo take their portraits for @celtics #NBAMediaDay!",34,83,4,1,['#NBAMediaDay!'],"['@kyrieirving,', '@jaytatum0,', '@fchwpo', '@celtics']"
478,,30806789,9/20/2018,Thursday,9,20,18:53,18,7,Video,3??2??1?? @easymoneysniperës TOP 3 SWATS for the @warriors this past season!,28,76,2,0,[],"['@easymoneysniperës', '@warriors']"
479,,30586755,9/9/2018,Sunday,9,9,17:33,17,6,Video,The off-balance heave from @sbird10 is pure ???? #WNBAFinals (repost @wnba),34,75,2,1,['#WNBAFinals'],"['@sbird10', '@wnba)']"
480,,30554242,9/7/2018,Friday,9,7,19:53,19,7,Photo,"Welcome to the @hoophall, Mo Cheeks! #18HoopClass",22,49,1,1,['#18HoopClass'],"['@hoophall,']"
481,,30554242,9/7/2018,Friday,9,7,18:35,18,7,Album,The #18HoopClass Portraits! (??: @natlyphoto),26,45,1,1,['#18HoopClass'],['@natlyphoto)']
482,,30517060,9/5/2018,Wednesday,9,5,15:41,15,6,Video,The Top 3 BOUNCE PASSES from Jason Kidd! #18HoopClass (repost @nbahistory),38,74,1,1,['#18HoopClass'],['@nbahistory)']
483,,30442523,9/1/2018,Saturday,9,1,17:20,17,6,Video,Coming in at No.1?? for the BEST plays of 2017-18...@kingjames protects the ?? then wins it for the @cavs! #BESTofNBA,39,117,2,1,['#BESTofNBA'],"['@kingjames', '@cavs!']"
484,,30340535,8/27/2018,Monday,8,27,14:56,14,5,Video,50 days from #KiaTipOff18... we showcase @jharden13ís four 50-point games last season!,35,86,1,1,['#KiaTipOff18...'],['@jharden13ís']
485,,30321656,8/26/2018,Sunday,8,26,19:25,19,7,Album,The @washmystics and @seattlestorm each go up 1-0 in the #WNBAPlayoffs Semis!,33,77,2,1,['#WNBAPlayoffs'],"['@washmystics', '@seattlestorm']"
486,,30321656,8/26/2018,Sunday,8,26,12:12,12,5,Video,3??2??1?? the TOP 3 @dallasmavs PLAYS from this past season!! #BESTofNBA,33,72,1,1,['#BESTofNBA'],['@dallasmavs']
487,,30289020,8/24/2018,Friday,8,24,22:17,22,8,Video,Your Court. Your Rules #CourtBattles ...A whole new way to play in #NBALIVE19! Download the demo now.,33,101,0,2,"['#CourtBattles', '#NBALIVE19!']",[]
488,,30271506,8/23/2018,Thursday,8,23,20:19,20,7,Video,40 for 40... celebrating @kobebryantís TOP 40 PLAYS on his 40th birthday with #2! #Kobe40,35,89,1,2,"['#2!', '#Kobe40']",['@kobebryantís']
489,,30271506,8/23/2018,Thursday,8,23,12:05,12,5,Album,40 for 40... celebrating @kobebryantís TOP 40 PLAYS (40-31) on his 40th birthday! #Kobe40,38,89,1,1,['#Kobe40'],['@kobebryantís']
490,,30232206,8/21/2018,Tuesday,8,21,12:03,12,5,Video,3??2??1?? the TOP 3 @pelicansnba PLAYS from this past season!! #BESTofNBA,33,73,1,1,['#BESTofNBA'],['@pelicansnba']
491,,30176358,8/18/2018,Saturday,8,18,15:23,15,6,Video,Cloud calls GAME ???? Another angle of @t__cloud9's game-winner for the @washmystics! #WatchMeWork (repost @wnba),38,113,3,1,['#WatchMeWork'],"[""@t__cloud9's"", '@washmystics!', '@wnba)']"
492,,30139192,8/16/2018,Thursday,8,16,14:16,14,5,Video,3??2??1?? the TOP 3 @timberwolves PLAYS from this past season!! #BESTofNBA,34,74,1,1,['#BESTofNBA'],['@timberwolves']
493,,30139192,8/16/2018,Thursday,8,16,11:30,11,4,Video,@jrich_0 hit the racks @dickssportinggoods and revealed his favorite on-court sneakers ??,25,89,2,0,[],"['@jrich_0', '@dickssportinggoods']"
494,,30119944,8/15/2018,Wednesday,8,15,16:46,16,6,Album,Continuing our TOP 60 SWATS countdown with 40-31! #NBABlockWeek,32,63,0,1,['#NBABlockWeek'],[]
495,,30119944,8/15/2018,Wednesday,8,15,11:44,11,4,Video,Out on the break... the TOP CHASEDOWN BLOCKS from this past season! #NBABlockWeek,35,81,0,1,['#NBABlockWeek'],[]
496,,30069632,8/12/2018,Sunday,8,12,23:32,23,8,Video,3??2??1?? the TOP 3 @orlandomagic PLAYS from this past season!! #BESTofNBA,34,74,1,1,['#BESTofNBA'],['@orlandomagic']
497,,30069632,8/12/2018,Sunday,8,12,14:35,14,5,Video,@traeyoung & @milesbridges bury them from deep! #NBARooks,28,57,2,1,['#NBARooks'],"['@traeyoung', '@milesbridges']"
498,,30023759,8/10/2018,Friday,8,10,18:18,18,7,Video,These #JrNBAWorldChampionship players SHOWED OUT last night! Bracket Play continues on @fs1 at 7pm/et. (repost @jrnba),45,118,2,1,['#JrNBAWorldChampionship'],"['@fs1', '@jrnba)']"
499,,29998166,8/9/2018,Thursday,8,9,19:07,19,7,Video,We continue to celebrate yíall with some of the best halfcourt shots of the season! ???????????? #ThisIsWhyWePlay,26,113,0,1,['#ThisIsWhyWePlay'],[]
500,,29975991,8/8/2018,Wednesday,8,8,19:29,19,7,Album,Continuing our TOP 60 DIMES countdown with 40-31! #NBAAssistWeek,36,64,0,1,['#NBAAssistWeek'],[]
501,,29951853,8/7/2018,Tuesday,8,7,12:25,12,5,Photo,"70+ countries, 32 teams, 1 global event... Let the #JrNBAWorldChampionship begin! ?? ?? (repost @jrnba)",41,103,1,1,['#JrNBAWorldChampionship'],['@jrnba)']
502,,29895844,8/4/2018,Saturday,8,4,13:33,13,5,Photo,#TeamWORLD defeats #TeamAFRICA 96-92 as @danilogallogallinari earns MVP! #NBAAfricaGame,38,87,1,3,"['#TeamWORLD', '#TeamAFRICA', '#NBAAfricaGame']",['@danilogallogallinari']
503,,29895844,8/4/2018,Saturday,8,4,13:03,13,5,Video,Buckets! #ThisIsWhyWePlay @jrnba,24,32,1,1,['#ThisIsWhyWePlay'],['@jrnba']
504,,29895844,8/4/2018,Saturday,8,4,12:55,12,5,Video,"For 200,000 Rand to the Nelson Mandela Foundation from the @nba & @thenbpa! #ThisIsWhyWePlay @joelembiid @dofficialmutombo #NBAAfricaGame",38,137,4,2,"['#ThisIsWhyWePlay', '#NBAAfricaGame']","['@nba', '@thenbpa!', '@joelembiid', '@dofficialmutombo']"
505,,29858368,8/2/2018,Thursday,8,2,17:02,17,6,Album,Continuing our TOP 100 CROSSOVERS countdown with 30-21! #NBAHandlesWeek,37,71,0,1,['#NBAHandlesWeek'],[]
506,,29822505,7/31/2018,Tuesday,7,31,21:22,21,8,Album,Our TOP 100 CROSSOVERS of the season continues with 70-61! #NBAHandlesWeek,37,74,0,1,['#NBAHandlesWeek'],[]
507,,29762400,7/28/2018,Saturday,7,28,16:24,16,6,Video,???? Happy #NationalDanceDay!,17,29,0,1,['#NationalDanceDay!'],[]
508,,29762400,7/28/2018,Saturday,7,28,15:09,15,6,Photo,@kingjames reppiní the @lvaces ahead of todayís #WNBAAllStar game! ???? Watch the action TODAY on ABC at 3:30 PM ET! #WatchMeWork (via @kellyschu),45,146,3,2,"['#WNBAAllStar', '#WatchMeWork']","['@kingjames', '@lvaces', '@kellyschu)']"
509,,29762400,7/28/2018,Saturday,7,28,13:30,13,5,Video,Cleaning the glass with the BEST PUTBACK DUNKS of the season! #NBADunkWeek,29,74,0,1,['#NBADunkWeek'],[]
510,,29762400,7/28/2018,Saturday,7,28,9:47,9,4,Photo,The @wnbaís best hit the floor for the 2018 #WNBAAllStar Game!,30,62,1,1,['#WNBAAllStar'],['@wnbaís']
511,,29716329,7/26/2018,Thursday,7,26,14:51,14,5,Video,In the gym for todayís @usabasketball minicamp session! #USABMNT,33,64,1,1,['#USABMNT'],['@usabasketball']
512,,29716329,7/26/2018,Thursday,7,26,12:22,12,5,Album,Continuing the TOP 100 DUNKS with 30-21! #NBADunkWeek,30,53,0,1,['#NBADunkWeek'],[]
513,,29704893,7/26/2018,Thursday,7,26,2:45,2,1,Video,?????? the TOP WINDMILLS from the 2017-18 season! #NBADunkWeek,34,62,0,1,['#NBADunkWeek'],[]
514,,29704893,7/25/2018,Wednesday,7,25,10:02,10,4,Album,Countiní down 60-51 of the TOP 100 DUNKS from the 2017-18 season! #NBADunkWeek,39,78,0,1,['#NBADunkWeek'],[]
515,,29684189,7/24/2018,Tuesday,7,24,14:36,14,5,Album,Our Top 100 DUNKS of the season continues with 70-61! #NBADunkWeek,33,66,0,1,['#NBADunkWeek'],[]
516,,29662278,7/23/2018,Monday,7,23,13:36,13,5,Video,?? the TOP 3 PLAYS by the @laclippers during the 2017-18 season! #BESTofNBA,40,75,1,1,['#BESTofNBA'],['@laclippers']
517,,29642149,7/22/2018,Sunday,7,22,23:17,23,8,Album,"Congrats to @sbird10 of the @seattlestorm for playing in her 500th @wnba game, the most ever! #WatchMeWork",32,106,3,1,['#WatchMeWork'],"['@sbird10', '@seattlestorm', '@wnba']"
518,,29560093,7/19/2018,Thursday,7,19,20:08,20,7,Photo,The rosters are set for the 2018 @wnba All-Star Game (July 28th on ABC)! #WNBAAllStar,35,85,1,1,['#WNBAAllStar'],['@wnba']
519,,29541577,7/18/2018,Wednesday,7,18,13:12,13,5,Video,2018 @mgmresortsintl @nbasummerleague MVP @jhart of the @lakers in action! #NBASummer,33,85,4,1,['#NBASummer'],"['@mgmresortsintl', '@nbasummerleague', '@jhart', '@lakers']"
520,,29529222,7/18/2018,Wednesday,7,18,0:21,0,1,Photo,The @trailblazers defeat the @lakers 91-73 on @kocmjís 17p/7r for the 2018 @nbasummerleague title!,35,98,4,0,[],"['@trailblazers', '@lakers', '@kocmjís', '@nbasummerleague']"
521,,29529222,7/17/2018,Tuesday,7,17,22:13,22,8,Album,2018 @nbasummerleague MVP @jhart of the @lakers headlines the 2018 First Team!,30,78,3,0,[],"['@nbasummerleague', '@jhart', '@lakers']"
522,,29529222,7/17/2018,Tuesday,7,17,15:50,15,6,Album,53 points.... the new @wnba single-game scoring record for @ecambage of the @dallaswings! #WNBA #WatchMeWork,32,108,3,2,"['#WNBA', '#WatchMeWork']","['@wnba', '@ecambage', '@dallaswings!']"
523,,29517377,7/16/2018,Monday,7,16,22:25,22,8,Video,@sviat_10 and @collinyoungbull exchange clutch buckets late as we head to OT! #NBASummer,34,88,2,1,['#NBASummer'],"['@sviat_10', '@collinyoungbull']"
524,,29517377,7/16/2018,Monday,7,16,15:26,15,6,Photo,Who do you THINK will advance in tonightís @mgmresortsintl @nbasummerleague playoff action?,31,91,2,0,[],"['@mgmresortsintl', '@nbasummerleague']"
525,,29506145,7/15/2018,Sunday,7,15,21:10,21,8,Video,@_wadeiv sees an opening for the @trailblazers! #NBASummer,29,58,2,1,['#NBASummer'],"['@_wadeiv', '@trailblazers!']"
526,,29496466,7/14/2018,Saturday,7,14,19:49,19,7,Video,Pierria Henry uses the dribble to the rack! -#NBASummer,27,55,0,1,['#NBASummer'],[]
527,,29485477,7/14/2018,Saturday,7,14,0:51,0,1,Album,Swipe through to recap the @nbasummerleague consolation round! #NBASummer,26,73,1,1,['#NBASummer'],['@nbasummerleague']
528,,29485477,7/13/2018,Friday,7,13,22:43,22,8,Video,@godzgift_30ís GAME-WINNER from inside the arena & postgame with his @okcthunder teammates! #NBASummer,39,102,2,1,['#NBASummer'],"['@godzgift_30ís', '@okcthunder']"
529,,29417560,7/8/2018,Sunday,7,8,19:34,19,7,Video,@milesbridges protects the paint for the @hornets! #NBASummer,26,61,2,1,['#NBASummer'],"['@milesbridges', '@hornets!']"
530,,29417560,7/8/2018,Sunday,7,8,18:38,18,7,Video,@dtaegraham droppiní dimes! #NBASummer,23,38,1,1,['#NBASummer'],['@dtaegraham']
531,,29417560,7/8/2018,Sunday,7,8,17:20,17,6,Video,@therea1djones brings the EXCITEMENT! #NBASummer,30,48,1,1,['#NBASummer'],['@therea1djones']
532,,29417560,7/8/2018,Sunday,7,8,14:07,14,5,Video,@jlin7 @swipathefox and @indianageorge3 on the @nbasummerleague!,25,64,4,0,[],"['@jlin7', '@swipathefox', '@indianageorge3', '@nbasummerleague!']"
533,,29408945,7/7/2018,Saturday,7,7,23:29,23,8,Video,@jabari_bird rises up for the reverse! #NBASummer,25,49,1,1,['#NBASummer'],['@jabari_bird']
534,,29408945,7/7/2018,Saturday,7,7,21:21,21,8,Video,@josh_j11 protects the paint for the @suns! #NBASummer,25,54,2,1,['#NBASummer'],"['@josh_j11', '@suns!']"
535,,29408945,7/7/2018,Saturday,7,7,17:20,17,6,Video,@j_lay_lay powers it home for the @trailblazers! #NBASummer,27,59,2,1,['#NBASummer'],"['@j_lay_lay', '@trailblazers!']"
536,,29408945,7/7/2018,Saturday,7,7,16:37,16,6,Video,"Thomas Wilder spins, up & under! #NBASummer",24,43,0,1,['#NBASummer'],[]
537,,29396096,7/7/2018,Saturday,7,7,4:03,4,2,Video,@furkankorkkmaz goes off for 40 for the @sixers at the @nbasummerleague!,23,72,3,0,[],"['@furkankorkkmaz', '@sixers', '@nbasummerleague!']"
538,,29360371,7/5/2018,Thursday,7,5,23:24,23,8,Album,"The @warriors, @miamiheat, @spurs and @utahjazz are each victorious in Thursdayís #NBASummer action!",30,100,4,1,['#NBASummer'],"['@warriors,', '@miamiheat,', '@spurs', '@utahjazz']"
539,,29360371,7/5/2018,Thursday,7,5,17:27,17,6,Video,@lakers rook @moritz_weasley protects the paint! #NBASummer,27,59,2,1,['#NBASummer'],"['@lakers', '@moritz_weasley']"
540,,29312625,7/3/2018,Tuesday,7,3,20:44,20,7,Video,@traeyoung takes it up & under for the @atlhawks! #NBASummer,28,60,2,1,['#NBASummer'],"['@traeyoung', '@atlhawks!']"
541,,29312625,7/3/2018,Tuesday,7,3,17:47,17,6,Video,"4 makes in a row from the LOGO by @traeyoung (7pm/et, @nbatv). #NBASummer",36,73,2,1,['#NBASummer'],"['@traeyoung', '@nbatv).']"
542,,29270468,7/2/2018,Monday,7,2,20:02,20,7,Video,@memgrizz rook @jaren launches from deep to beat the buzzer as #NBASummer action is underway @nbatv!,32,100,3,1,['#NBASummer'],"['@memgrizz', '@jaren', '@nbatv!']"
543,,29129827,6/27/2018,Wednesday,6,27,21:41,21,8,Video,2018 #KiaSixth @louwillville in action for the @laclippers!,27,59,2,1,['#KiaSixth'],"['@louwillville', '@laclippers!']"
544,,29119136,6/26/2018,Tuesday,6,26,19:04,19,7,Video,Dreams become reality. @jharden13 always knew. Now everyone sees the vision. #ImmaBeAStar,31,89,1,1,['#ImmaBeAStar'],['@jharden13']
545,,29119136,6/26/2018,Tuesday,6,26,14:46,14,5,Video,"The crossovers, clutch jumpers, slick dimes and more... @jharden13ís #KiaMVP #NBAMixtape!",36,89,1,2,"['#KiaMVP', '#NBAMixtape!']",['@jharden13ís']
546,,29108619,6/25/2018,Monday,6,25,23:11,23,8,Photo,The 2018 NBA Coach of the Year & his new hardware!,26,50,0,0,[],[]
547,,29108619,6/25/2018,Monday,6,25,23:01,23,8,Photo,The #KiaMIP & his new hardware! ?????? #NBAAwards,22,49,0,2,"['#KiaMIP', '#NBAAwards']",[]
548,,29108619,6/25/2018,Monday,6,25,22:27,22,8,Photo,The 2018 #KiaDPOY & his new hardware! ?????? #NBAAwards,27,55,0,2,"['#KiaDPOY', '#NBAAwards']",[]
549,,29108619,6/25/2018,Monday,6,25,21:44,21,8,Photo,Congratulations to Dwane Casey for winning the 2018 NBA Coach of the Year! #NBAAwards,30,85,0,1,['#NBAAwards'],[]
550,,29083121,6/23/2018,Saturday,6,23,21:53,21,8,Video,"Mihjae Hayes (11p, 3a) uses the handle again for Philly Triple Threat! #JrNBAWorldChampionship (repost @jrnba)",38,110,1,1,['#JrNBAWorldChampionship'],['@jrnba)']
551,,29083121,6/23/2018,Saturday,6,23,7:52,7,3,Video,"What was the PLAY OF THE YEAR? ??????
ïïï
#NBAAwards: 9pm/et Monday @nbaontnt!",38,78,1,1,['#NBAAwards:'],['@nbaontnt!']
