,Engagements,Followers at Posting,Date,Day of Week,Day,Month,Time,Hour,Hour_bucket,Type,Description,unique_word_count,character_count,Tag_Number,Hashtag_Number,Tags,Hashtags
5717,639769,27086452,3/3/2018,6,3,3,19:03,19,7,Video,The @houstonrockets and @celtics arrive for tonightís #NBAonABC action!,,71,2,1,"['@houstonrockets', '@celtics']",['#NBAonABC']
5718,648364,27086452,3/3/2018,6,3,3,16:49,16,6,Video,Get pumped for tonightís @houstonrockets #NBAonABC action (8:30pm/et) with @jharden13ís BEST HANDLES!,,101,2,1,"['@houstonrockets', '@jharden13ís']",['#NBAonABC']
5719,746430,27086452,3/3/2018,6,3,3,12:31,12,5,Video,From long distance... the Three Point Leaders heading into tonightís action!,,76,0,0,[],[]
5720,369330,27086452,3/3/2018,6,3,3,10:28,10,4,Photo,Tonightís #NBAonABC Saturday Primetime action features ?? x ??,,62,0,1,[],['#NBAonABC']
5721,814532,27086452,3/3/2018,6,3,3,0:33,0,1,Video,"The lob, the JAM!",,17,0,0,[],[]
5722,743027,27086452,3/3/2018,6,3,3,0:31,0,1,Video,@spidadmitchell gets into the lane and scoops it in!,,52,1,0,['@spidadmitchell'],[]
5723,676320,27072746,3/2/2018,5,2,3,23:46,23,8,Video,"@rudygobert27 cuts for the SLAM, plus the foul!",,47,1,0,['@rudygobert27'],[]
5724,627054,27072746,3/2/2018,5,2,3,22:44,22,8,Video,@kyle_lowry7 gifts his #NBAKicks after a big @raptors road win! #ThisIsWhyWePlay,,80,2,2,"['@kyle_lowry7', '@raptors']","['#NBAKicks', '#ThisIsWhyWePlay']"
5725,676320,27072746,3/2/2018,5,2,3,21:34,21,8,Video,Howíd @ebled2 do that!?!,,24,1,0,['@ebled2'],[]
5726,616948,27072746,3/2/2018,5,2,3,21:26,21,8,Video,@ds17_fg beats the buzzer from the @atlhawks logo!,,50,2,0,"['@ds17_fg', '@atlhawks']",[]
5727,805325,27072746,3/2/2018,5,2,3,20:59,20,7,Video,???? The shot... or the celebration?,,36,0,0,[],[]
5728,741405,27072746,3/2/2018,5,2,3,20:50,20,7,Video,Jason Terry comes across for the SWAT!,,38,0,0,[],[]
5729,676320,27072746,3/2/2018,5,2,3,20:12,20,7,Video,@bensimmons punches it home off the dribble!,,44,1,0,['@bensimmons'],[]
5730,676320,27072746,3/2/2018,5,2,3,20:07,20,7,Video,DJ Augustin threads the needle to @original00g!,,47,1,0,['@original00g!'],[]
5731,478151,27072746,3/2/2018,5,2,3,17:24,17,6,Video,"The @utahjazz move the ball to find the easy bucket! #NBABreakdown ...
@timberwolves/@utahjazz 10:30pm/et @espn",,111,4,1,"['@utahjazz', '@timberwolves/@utahjazz', '@espn']",['#NBABreakdown']
5732,635942,27072746,3/2/2018,5,2,3,12:28,12,5,Video,Crossiní up with the best @kumhotireusa handles from Februaryís NBA action!,,75,1,0,['@kumhotireusa'],[]
5733,282754,27072746,3/2/2018,5,2,3,2:04,2,1,Album,"The @sixers, @lakers, @trailblazers and @sacramentokings each WIN on Thursday night!",,84,4,0,"['@sixers,', '@lakers,', '@trailblazers', '@sacramentokings']",[]
5734,693976,27058707,3/2/2018,5,2,3,0:19,0,1,Video,@swipathefox floats it home to force OT!,,40,1,0,['@swipathefox'],[]
5735,676332,27058707,3/1/2018,4,1,3,23:50,23,8,Video,Whoa... @3jmccollum gets it to fall!,,36,1,0,['@3jmccollum'],[]
5736,681848,27058707,3/1/2018,4,1,3,22:04,22,8,Video,"During a dead ball, @larrydn7 breaks out a one-handed tap dunk... similar to his two-handed in the #VerizonDUNK!",,112,1,1,['@larrydn7'],['#VerizonDUNK!']
5737,616959,27058707,3/1/2018,4,1,3,21:42,21,8,Video,@isaiahthomas tosses it up to @ivicazubac!,,42,2,0,"['@isaiahthomas', '@ivicazubac!']",[]
5738,903826,27058707,3/1/2018,4,1,3,20:27,20,7,Video,?? @kingjames behind his back AND through @realtristan13ís legs!,,64,2,0,"['@kingjames', '@realtristan13ís']",[]
5739,676332,27058707,3/1/2018,4,1,3,20:25,20,7,Video,@dwyanewade buries it from a crazy angle!,,41,1,0,['@dwyanewade'],[]
5740,350952,27058707,3/1/2018,4,1,3,20:17,20,7,Photo,Itís GAMETIME @nbaontnt! #NochesEneBeA,,38,1,1,['@nbaontnt!'],['#NochesEneBeA']
5741,686683,27058707,3/1/2018,4,1,3,19:36,19,7,Video,"@damianlillard is tied for 1st in the NBA (with James Harden) in second-half scoring with 14.3ppg! #NBABreakdown
??: #RipCity x #AllEyesNorth
?: 10:30pm/et ??: @NBAonTNT",,169,2,3,"['@damianlillard', '@NBAonTNT']","['#NBABreakdown', '#RipCity', '#AllEyesNorth']"
5742,524175,27058707,3/1/2018,4,1,3,18:48,18,7,Video,Eastern Conference #KiaROTM @bensimmons warms up for tonightís @sixers action 8pm/et @nbaontnt!,,95,3,1,"['@bensimmons', '@sixers', '@nbaontnt!']",['#KiaROTM']
5743,574618,27058707,3/1/2018,4,1,3,16:33,16,6,Video,@antdavis23 of the @pelicansnba named Western Conference Kia NBA Player of the Month for February!#KiaPOTM,,106,2,1,"['@antdavis23', '@pelicansnba']",['#KiaPOTM']
5744,774983,27058707,3/1/2018,4,1,3,16:33,16,6,Video,@kingjames of the @cavs named Eastern Conference Kia NBA Player of the Month for February!#KiaPOTM,,98,2,1,"['@kingjames', '@cavs']",['#KiaPOTM']
5745,574618,27058707,3/1/2018,4,1,3,16:04,16,6,Video,@bensimmons of the @sixers names Eastern Conference Kia NBA Rookie of the Month for February! #KiaROTM,,102,2,1,"['@bensimmons', '@sixers']",['#KiaROTM']
5746,574618,27058707,3/1/2018,4,1,3,16:01,16,6,Video,@spidadmitchell of the @utahjazz named Western Conference Kia NBA Rookie of the Month for February! #KiaROTM,,108,2,1,"['@spidadmitchell', '@utahjazz']",['#KiaROTM']
5747,684949,27058707,3/1/2018,4,1,3,15:18,15,6,Video,The TOP 3 DUNKS from Februaryís NBA action!,,43,0,0,[],[]
5748,684949,27058707,3/1/2018,4,1,3,14:09,14,5,Video,The TOP 3 PLAYS from Februaryís NBA action!,,43,0,0,[],[]
5749,482231,27058707,3/1/2018,4,1,3,9:41,9,4,Video,"Remember when @22wiggins rose to the occasion... one of the @timberwolves #LegendaryMoments! ?????
@timberwolves/@trailblazers 10:30pm/et @nbaontnt",,147,5,1,"['@22wiggins', '@timberwolves', '@timberwolves/@trailblazers', '@nbaontnt']",['#LegendaryMoments!']
5750,394901,27046602,3/1/2018,4,1,3,1:41,1,1,Album,Swipe through to recap Wednesdayís NBA action!,,46,0,0,[],[]
5751,687645,27046602,3/1/2018,4,1,3,1:19,1,1,Video,?????? ... @atlharrythehawk vs. Victor Oladipo ?? (repost @atlhawks),,68,2,0,"['@atlharrythehawk', '@atlhawks)']",[]
5752,379546,27046602,3/1/2018,4,1,3,0:52,0,1,Photo,???????????????????????????? straight wins for the @houstonrockets!,,67,1,0,['@houstonrockets!'],[]
5753,798076,27046602,2/28/2018,3,28,2,23:17,23,8,Video,@jharden13 with the cross and bucket!,,37,1,0,['@jharden13'],[]
5754,663652,27046602,2/28/2018,3,28,2,22:10,22,8,Video,"With this fadeaway, @swish41 became the sixth player in @nbahistory to surpass 31,000 points!",,93,2,0,"['@swish41', '@nbahistory']",[]
5755,605392,27046602,2/28/2018,3,28,2,22:03,22,8,Video,@desmith4 and @dwightpowell run the pick & roll to perfection for the @dallasmavs!,,82,3,0,"['@desmith4', '@dwightpowell', '@dallasmavs!']",[]
5756,284847,27046602,2/28/2018,3,28,2,21:19,21,8,Photo,"Congrats to @swish41 of the @dallasmavs on becoming the sixth player in @NBAHistory to surpass 31,000 points! 
#ThisIsWhyWePlay #MFFL",,133,3,2,"['@swish41', '@dallasmavs', '@NBAHistory']","['#ThisIsWhyWePlay', '#MFFL']"
5757,727518,27046602,2/28/2018,3,28,2,21:11,21,8,Video,@rudygay protects the paint!,,28,1,0,['@rudygay'],[]
5758,707652,27046602,2/28/2018,3,28,2,20:40,20,7,Video,@kevindurant ?? @stephencurry30 ?? @kevindurant ??,,50,3,0,"['@kevindurant', '@stephencurry30', '@kevindurant']",[]
5759,727518,27046602,2/28/2018,3,28,2,19:44,19,7,Video,@giannis_an34 is in a dunkiní mood early!,,41,1,0,['@giannis_an34'],[]
5760,624041,27031121,2/28/2018,3,28,2,8:23,8,3,Video,@dwyanewade scores 15 in the 4th to lead the @miamiheat to victory!,,67,2,0,"['@dwyanewade', '@miamiheat']",[]
5761,388067,27031121,2/28/2018,3,28,2,1:30,1,1,Album,Swipe through to recap Tuesdayís NBA action!,,44,0,0,[],[]
5762,663664,27031121,2/27/2018,2,27,2,22:10,22,8,Video,Wade County... @dwyanewade wins it for the @miamiheat!,,54,2,0,"['@dwyanewade', '@miamiheat!']",[]
5763,496836,27031121,2/27/2018,2,27,2,21:51,21,8,Photo,@kingjames notches his 12th triple-double of the season for the @cavs with 31p/12r/11a!,,87,2,0,"['@kingjames', '@cavs']",[]
5764,727531,27031121,2/27/2018,2,27,2,21:31,21,8,Video,@dwyanewade steps back to beat the buzzer!,,42,1,0,['@dwyanewade'],[]
5765,451525,27031121,2/27/2018,2,27,2,21:24,21,8,Photo,"Congrats to @KingJames of the @cavs on becoming the FIRST & ONLY player in @NBAHistory with 30,000 points, 8,000 rebounds & 8,000 assists! 
#ThisIsWhyWePlay #AllForOne",,167,3,2,"['@KingJames', '@cavs', '@NBAHistory']","['#ThisIsWhyWePlay', '#AllForOne']"
5766,451525,27031121,2/27/2018,2,27,2,21:21,21,8,Photo,"Congrats to @KingJames of the @cavs on becoming the 11th player in @NBAHistory to surpass 8,000 assists!

#ThisIsWhyWePlay #AllForOne",,133,3,2,"['@KingJames', '@cavs', '@NBAHistory']","['#ThisIsWhyWePlay', '#AllForOne']"
5767,797544,27031121,2/27/2018,2,27,2,20:36,20,7,Video,Now thatís a great sideline out-of-bounds play!,,47,0,0,[],[]
5768,514356,27031121,2/27/2018,2,27,2,16:53,16,6,Video,@jmglitxh27 shows off his @expressmen style ahead of tonightís @nuggets action (10:30pm/et @nbaontnt). #NBAGameChangers,,119,4,1,"['@jmglitxh27', '@expressmen', '@nuggets', '@nbaontnt).']",['#NBAGameChangers']
5769,629132,27031121,2/27/2018,2,27,2,12:37,12,5,Video,Catch the freakish athleticism of @giannis_an34 in action 8pm/et @nbaontnt! #NBABreakdown,,89,2,1,"['@giannis_an34', '@nbaontnt!']",['#NBABreakdown']
5770,624041,27031121,2/27/2018,2,27,2,7:51,7,3,Video,"@antdavis23 goes off for 53 points, 18 rebounds & 5 blocks to lead @pelicansnba to sixth straight W!",,100,2,0,"['@antdavis23', '@pelicansnba']",[]
5771,410869,27031121,2/27/2018,2,27,2,0:38,0,1,Album,20 teams hit the floor on a busy Monday night!,,46,0,0,[],[]
5772,686121,27031121,2/26/2018,1,26,2,23:56,23,8,Video,The Rook x The Vet! #PhantomCam,,31,0,1,[],['#PhantomCam']
5773,379110,27019833,2/26/2018,1,26,2,23:24,23,8,Photo,?????????????????????????? straight wins for the @houstonrockets!,,65,1,0,['@houstonrockets!'],[]
5774,727544,27019833,2/26/2018,1,26,2,23:24,23,8,Video,@cp3 breaks it down with the dribble!,,37,1,0,['@cp3'],[]
5775,359910,27019833,2/26/2018,1,26,2,23:21,23,8,Photo,"@antdavis23 fills it up with 53 points, 18 boards and 5 blocks!",,63,1,0,['@antdavis23'],[]
5776,804064,27019833,2/26/2018,1,26,2,22:09,22,8,Video,Congrats lil man! #ThisIsWhyWePlay,,34,0,1,[],['#ThisIsWhyWePlay']
5777,727544,27019833,2/26/2018,1,26,2,21:43,21,8,Video,@tharealjsimms chases it down!,,30,1,0,['@tharealjsimms'],[]
5778,727544,27019833,2/26/2018,1,26,2,21:41,21,8,Video,@ygtrece crisscrosses to the rim!,,33,1,0,['@ygtrece'],[]
5779,790269,27019833,2/26/2018,1,26,2,21:39,21,8,Video,@jakob off the dribble ??,,25,1,0,['@jakob'],[]
5780,663676,27019833,2/26/2018,1,26,2,21:37,21,8,Video,@fchwpo dazzles in transition for the @celtics!,,47,2,0,"['@fchwpo', '@celtics!']",[]
5781,727544,27019833,2/26/2018,1,26,2,21:27,21,8,Video,@isaiahthomas tosses it up!,,27,1,0,['@isaiahthomas'],[]
5782,758568,27019833,2/26/2018,1,26,2,21:09,21,8,Video,@kevindurant dances into the @warriors bucket!,,46,2,0,"['@kevindurant', '@warriors']",[]
5783,727544,27019833,2/26/2018,1,26,2,21:06,21,8,Video,"Throw it down, @_bigjayy_!",,26,1,0,['@_bigjayy_!'],[]
5784,885846,27019833,2/26/2018,1,26,2,20:48,20,7,Video,@kyrieirving gets into the lane for the @celtics bucket!,,56,2,0,"['@kyrieirving', '@celtics']",[]
5785,797559,27019833,2/26/2018,1,26,2,19:14,19,7,Video,Nice cut!,,9,0,0,[],[]
5786,742824,27019833,2/26/2018,1,26,2,16:53,16,6,Video,Which was your favorite assist of the week?? #AssistsOfTheWeek,,62,0,1,[],['#AssistsOfTheWeek']
5787,361521,27019833,2/26/2018,1,26,2,11:39,11,4,Album,Heading into Week 20ís action tonight... we check in with the NBA stat leaders!,,79,0,0,[],[]
5788,395653,27005632,2/25/2018,0,25,2,23:40,23,8,Album,"10 teams in action, 5 winners for Sunday night!",,47,0,0,[],[]
5789,377240,27005632,2/25/2018,0,25,2,22:26,22,8,Photo,???????????????????????? straight wins for the @houstonrockets!,,63,1,0,['@houstonrockets!'],[]
5790,779544,27005632,2/25/2018,0,25,2,21:54,21,8,Video,@jharden13 steps back for the @houstonrockets triple!,,53,2,0,"['@jharden13', '@houstonrockets']",[]
5791,779010,27005632,2/25/2018,0,25,2,20:44,20,7,Video,@bensimmons beats everyone to the rim!,,38,1,0,['@bensimmons'],[]
5792,808729,27005632,2/25/2018,0,25,2,17:45,17,6,Video,@kingjames turns the corner for the SLAM! #PhantomCam #NBAonABC,,63,1,2,['@kingjames'],"['#PhantomCam', '#NBAonABC']"
5793,424513,27005632,2/25/2018,0,25,2,17:19,17,6,Photo,"Congrats to  @KingJames  of the  @cavs  for moving up to 11th on the NBAís ALL-TIME ASSISTS list! 
#AllForOne #ThisIsWhyWePlay",,126,2,2,"['@KingJames', '@cavs']","['#AllForOne', '#ThisIsWhyWePlay']"
5794,697019,27005632,2/25/2018,0,25,2,17:09,17,6,Video,@paugasol off the dribble for the SLAM! #NBAonABC,,49,1,1,['@paugasol'],['#NBAonABC']
5795,857539,27005632,2/25/2018,0,25,2,16:43,16,6,Video,@unclejeffgreen crushes home the oop off the @kingjames dish! #NBAonABC,,71,2,1,"['@unclejeffgreen', '@kingjames']",['#NBAonABC']
5796,737734,27005632,2/25/2018,0,25,2,16:15,16,6,Video,"@kingjames tosses, @realtristan13 finishes! #NBAonABC #PhantomCam",,65,2,2,"['@kingjames', '@realtristan13']","['#NBAonABC', '#PhantomCam']"
5797,343271,27005632,2/25/2018,0,25,2,15:42,15,6,Photo,Itís GAMETIME! #NBAonABC,,24,0,1,[],['#NBAonABC']
5798,697019,27005632,2/25/2018,0,25,2,15:31,15,6,Video,@aldridge_121... on the first try! #NBAonABC,,44,1,1,['@aldridge_121...'],['#NBAonABC']
5799,378568,27005632,2/25/2018,0,25,2,15:17,15,6,Photo,@kingjamesí #NBAonABC #NBAKicks!,,32,1,2,['@kingjamesí'],"['#NBAonABC', '#NBAKicks!']"
5800,719678,27005632,2/25/2018,0,25,2,14:40,14,5,Video,@andredrummondd breaks out the moves in transition!,,51,1,0,['@andredrummondd'],[]
5801,635830,27005632,2/25/2018,0,25,2,14:07,14,5,Video,@jordanclarksons and @_tonyparker09 get shots up ahead of todayís #NBAonABC action in Cleveland!,,96,2,1,"['@jordanclarksons', '@_tonyparker09']",['#NBAonABC']
5802,837234,27005632,2/25/2018,0,25,2,8:10,8,3,Video,?? @warriors Coach Steve Kerr micíd up Saturday night! ??,,57,1,0,['@warriors'],[]
5803,729162,27005632,2/25/2018,0,25,2,4:57,4,2,Video,?? @stevenadams micíd up for the @okcthunder! ??,,48,2,0,"['@stevenadams', '@okcthunder!']",[]
5804,792027,27005632,2/25/2018,0,25,2,1:49,1,1,Video,?? @damianlillard scores 19 in the 4th (including the game-winner) to lead the @trailblazers!,,93,2,0,"['@damianlillard', '@trailblazers!']",[]
5805,404631,27005632,2/25/2018,0,25,2,0:47,0,1,Album,Swipe through to recap Saturdayís action!,,41,0,0,[],[]
5806,868247,27005632,2/25/2018,0,25,2,0:28,0,1,Video,@juliusrandle30 ?? plus the foul!,,33,1,0,['@juliusrandle30'],[]
5807,771904,26989100,2/24/2018,6,24,2,23:31,23,8,Video,?? @damianlillard scores his 19th point of the 4th for the @trailblazers W!,,75,2,0,"['@damianlillard', '@trailblazers']",[]
5808,710637,26989100,2/24/2018,6,24,2,23:12,23,8,Video,@damianlillard gets UP for the @trailblazers putback!,,53,2,0,"['@damianlillard', '@trailblazers']",[]
5809,846188,26989100,2/24/2018,6,24,2,22:54,22,8,Video,@spidadmitchell ???? beats the buzzer!,,38,1,0,['@spidadmitchell'],[]
5810,716433,26989100,2/24/2018,6,24,2,22:41,22,8,Video,@jimmybutler grants a wish with @makeawishamerica tonight at home! #ThisIsWhyWePlay,,83,2,1,"['@jimmybutler', '@makeawishamerica']",['#ThisIsWhyWePlay']
5811,786669,26989100,2/24/2018,6,24,2,22:40,22,8,Video,The @warriors move the ball in transition for the @money23green SLAM! #NBAonABC,,79,2,1,"['@warriors', '@money23green']",['#NBAonABC']
5812,740664,26989100,2/24/2018,6,24,2,22:20,22,8,Video,@stephencurry30 sets up @zazapachulia for the SLAM! #NBAonABC,,61,2,1,"['@stephencurry30', '@zazapachulia']",['#NBAonABC']
5813,948528,26989100,2/24/2018,6,24,2,22:05,22,8,Video,@kyrieirving and @fchwpo connect for the SLAM!,,46,2,0,"['@kyrieirving', '@fchwpo']",[]
5814,927620,26989100,2/24/2018,6,24,2,21:43,21,8,Video,?? BAM ??,,9,0,0,[],[]
5815,779025,26989100,2/24/2018,6,24,2,21:42,21,8,Video,Get up @troywilliams_!,,22,1,0,['@troywilliams_!'],[]
5816,716433,26989100,2/24/2018,6,24,2,20:19,20,7,Video,"@dwyanewade and the @miamiheat remember those affected by the recent tragedy at Marjory Stoneman Douglas High School in Parkland, Florida. #MSDStrong",,149,2,1,"['@dwyanewade', '@miamiheat']",['#MSDStrong']
5817,740664,26989100,2/24/2018,6,24,2,20:01,20,7,Video,@russwest44 hit the game winner in his last game & @stephencurry30 scored 44 in his last game... the two PGs hit the floor for tonightís #NBAonABC action!,,154,2,1,"['@russwest44', '@stephencurry30']",['#NBAonABC']
5818,781739,26989100,2/24/2018,6,24,2,18:50,18,7,Video,??????Not in @joelembiidís house!,,33,1,0,['@joelembiidís'],[]
5819,788950,26989100,2/24/2018,6,24,2,17:54,17,6,Video,Yes!!!,,6,0,0,[],[]
5820,732682,26989100,2/24/2018,6,24,2,15:56,15,6,Video,The runniní @warriors host the @okcthunder 8:30pm/et #NBAonABC! #NBABreakdown,,77,2,2,"['@warriors', '@okcthunder']","['#NBAonABC!', '#NBABreakdown']"
5821,732943,26989100,2/24/2018,6,24,2,11:27,11,4,Video,"???? the unmatched intensity of @russwest44! ...
@okcthunder/@warriors 8:30pm/et #NBAonABC",,90,3,1,"['@russwest44!', '@okcthunder/@warriors']",['#NBAonABC']
5822,457336,26989100,2/24/2018,6,24,2,9:45,9,4,Photo,"??The mood in Houston, winners of 11-straight! ??",,49,0,0,[],[]
5823,732515,26989100,2/24/2018,6,24,2,7:59,7,3,Video,"45 points, 17 rebounds, 5 steals and 5 blocks for @antdavis23... the first such stat line!",,90,1,0,['@antdavis23...'],[]
5824,435760,26989100,2/24/2018,6,24,2,2:01,2,1,Album,22 teams hit the floor on an action-packed Friday night!,,56,0,0,[],[]
5825,401227,26989100,2/24/2018,6,24,2,0:47,0,1,Photo,@juliusrandle30 notches his first triple-double of the season for the @lakers!,,78,2,0,"['@juliusrandle30', '@lakers!']",[]
5826,799347,26989100,2/24/2018,6,24,2,0:23,0,1,Video,Kuuuuz... @kuzmakyle punches it home!,,37,1,0,['@kuzmakyle'],[]
5827,352179,26976706,2/23/2018,5,23,2,23:42,23,8,Photo,"What a line by @antdavis23... the first player with at least 40 points, 15 rebounds, 5 blocks, and 5 steals in a game!",,118,1,0,['@antdavis23...'],[]
5828,320060,26976706,2/23/2018,5,23,2,23:20,23,8,Photo,@jokara95 notches his sixth triple-double of the season for the @nuggets with 28/11/11!,,87,2,0,"['@jokara95', '@nuggets']",[]
5829,727584,26976706,2/23/2018,5,23,2,23:11,23,8,Video,@trezz24 with AUTHORITY!,,24,1,0,['@trezz24'],[]
5830,368012,26976706,2/23/2018,5,23,2,23:05,23,8,Photo,?????????????????????? straight wins for the @houstonrockets!,,61,1,0,['@houstonrockets!'],[]
5831,727584,26976706,2/23/2018,5,23,2,22:31,22,8,Video,By any means necessary! @giannis_an34,,37,1,0,['@giannis_an34'],[]
5832,727584,26976706,2/23/2018,5,23,2,22:27,22,8,Video,@cp3 with the rock!,,19,1,0,['@cp3'],[]
5833,727584,26976706,2/23/2018,5,23,2,22:07,22,8,Video,@jvalanciunas punch s it home to force OT!,,42,1,0,['@jvalanciunas'],[]
5834,797602,26976706,2/23/2018,5,23,2,21:24,21,8,Video,Move the ball!,,14,0,0,[],[]
5835,866367,26976706,2/23/2018,5,23,2,21:13,21,8,Video,?? The fake or the shimmy!,,26,0,0,[],[]
5836,727584,26976706,2/23/2018,5,23,2,21:11,21,8,Video,@antdavis23 rises UP for the oop!,,33,1,0,['@antdavis23'],[]
5837,320060,26976706,2/23/2018,5,23,2,21:10,21,8,Photo,"Congrats to @CP3 of the @HoustonRockets for moving up to 12th on the NBAís ALL-TIME STEALS list! 
#Rockets #ThisIsWhyWePlay",,123,2,2,"['@CP3', '@HoustonRockets']","['#Rockets', '#ThisIsWhyWePlay']"
5838,895143,26976706,2/23/2018,5,23,2,20:54,20,7,Video,@kingjames sets up @indianageorge3!,,35,2,0,"['@kingjames', '@indianageorge3!']",[]
5839,797602,26976706,2/23/2018,5,23,2,20:47,20,7,Video,Donít blink!,,12,0,0,[],[]
5840,727584,26976706,2/23/2018,5,23,2,20:41,20,7,Video,@bradbeal3 with the steal & trey!,,33,1,0,['@bradbeal3'],[]
5841,885894,26976706,2/23/2018,5,23,2,20:11,20,7,Video,@kyrieirving to the rack for the @celtics!,,42,2,0,"['@kyrieirving', '@celtics!']",[]
5842,353755,26976706,2/23/2018,5,23,2,11:55,11,4,Album,We salute the pioneers! #NBABHM,,31,0,1,[],['#NBABHM']
5843,396314,26976706,2/23/2018,5,23,2,2:04,2,1,Album,"12 teams in action, six winners Thursday night!",,47,0,0,[],[]
5844,626309,26976706,2/23/2018,5,23,2,0:41,0,1,Video,"With just 1 second left, @russwest44 catches and shoots the @tissot.us buzzer-beater for the @okcthunder win! #ThisIsYourTime",,125,3,1,"['@russwest44', '@tissot.us', '@okcthunder']",['#ThisIsYourTime']
5845,360170,26976706,2/23/2018,5,23,2,0:36,0,1,Photo,The thrill of a @tissot.us buzzer-beater! #ThisIsYourTime,,57,1,1,['@tissot.us'],['#ThisIsYourTime']
5846,626320,26964965,2/23/2018,5,23,2,0:19,0,1,Video,@russwest44 with the @tissot.us buzzer-beater for the @okcthunder win! #ThisIsYourTime,,86,3,1,"['@russwest44', '@tissot.us', '@okcthunder']",['#ThisIsYourTime']
5847,663724,26964965,2/22/2018,4,22,2,23:51,23,8,Video,@danilogallogallinari from halfcourt to end the half for the @laclippers!,,73,2,0,"['@danilogallogallinari', '@laclippers!']",[]
5848,727597,26964965,2/22/2018,4,22,2,23:41,23,8,Video,@kevindurant attacks the rim off the dribble!,,45,1,0,['@kevindurant'],[]
5849,339963,26964965,2/22/2018,4,22,2,23:37,23,8,Photo,@russwest44 notches his 18th triple-double of the season for the @okcthunder!,,77,2,0,"['@russwest44', '@okcthunder!']",[]
5850,714257,26964965,2/22/2018,4,22,2,23:13,23,8,Video,@stephencurry30 pulls up to beat the first-quarter buzzer @nbaontnt!,,68,2,0,"['@stephencurry30', '@nbaontnt!']",[]
5851,797617,26964965,2/22/2018,4,22,2,22:52,22,8,Video,?? Vince Carter off the dribble!,,32,0,0,[],[]
5852,692026,26964965,2/22/2018,4,22,2,22:09,22,8,Video,50 PTS in his last regular season game... @kevindurant hits the floor for tonightís @warriors action on @nbaontnt!,,114,3,0,"['@kevindurant', '@warriors', '@nbaontnt!']",[]
5853,663724,26964965,2/22/2018,4,22,2,21:37,21,8,Video,@bensimmons sets up @joelembiid with the no-look!,,49,2,0,"['@bensimmons', '@joelembiid']",[]
5854,895159,26964965,2/22/2018,4,22,2,21:17,21,8,Video,@kingjames gets it to fall off the contact @nbaontnt!,,53,2,0,"['@kingjames', '@nbaontnt!']",[]
5855,605458,26964965,2/22/2018,4,22,2,20:20,20,7,Video,@emmanuelmudiay tosses and @timmyjr10 finishes for the @nyknicks!,,65,3,0,"['@emmanuelmudiay', '@timmyjr10', '@nyknicks!']",[]
5856,674595,26964965,2/22/2018,4,22,2,20:11,20,7,Video,@larrydn7 makes his @cavs home debut where his fatherís #22 hangs! #ThisIsWhyWePlay,,83,2,2,"['@larrydn7', '@cavs']","['#22', '#ThisIsWhyWePlay']"
5857,605458,26964965,2/22/2018,4,22,2,19:01,19,7,Video,The hard-to-guard @bradbeal3 warms up for tonightís @washwizards action @nbaontnt!,,82,3,0,"['@bradbeal3', '@washwizards', '@nbaontnt!']",[]
5858,833726,26964965,2/22/2018,4,22,2,18:35,18,7,Video,@kingjames to beat the buzzer... one of the @nbaontnt #LegendaryMoments!,,72,2,1,"['@kingjames', '@nbaontnt']",['#LegendaryMoments!']
5859,563906,26964965,2/22/2018,4,22,2,17:27,17,6,Video,@expressmen styliní ahead of tonightís @chicagobulls action... itís @denzelvalentine! #NBAGameChangers,,102,3,1,"['@expressmen', '@chicagobulls', '@denzelvalentine!']",['#NBAGameChangers']
5860,563906,26964965,2/22/2018,4,22,2,16:34,16,6,Video,The @cavs (8pm/et @nbaontnt vs. @washwizards) move the ball to find the BEST shot! #NBABreakdown,,96,3,1,"['@cavs', '@nbaontnt', '@washwizards)']",['#NBABreakdown']
5861,736867,26964965,2/22/2018,4,22,2,13:59,13,5,Video,Which is YOUR favorite ASSIST of the season so far...,,53,0,0,[],[]
5862,743142,26964965,2/22/2018,4,22,2,8:41,8,3,Video,? Rolling out the red carpet... @nbaallstar was the place to be! ?,,66,1,0,['@nbaallstar'],[]
5863,851603,26964965,2/22/2018,4,22,2,1:26,1,1,Video,"The BEST PLAY from each of @kingjamesí @nbaallstar MVP performances (2006,2008,2018)! #NBAAllStar #NBAvault (repost @nbahistory)",,128,3,2,"['@kingjamesí', '@nbaallstar', '@nbahistory)']","['#NBAAllStar', '#NBAvault']"
5864,669150,26950543,2/21/2018,3,21,2,21:37,21,8,Video,?? @jmglitxh27 micíd up in the #KickstartRisingStars game! (repost @nbaallstar),,79,2,1,"['@jmglitxh27', '@nbaallstar)']",['#KickstartRisingStars']
5865,259742,26950543,2/21/2018,3,21,2,19:13,19,7,Album,"66 top players, 36 countries... #NBAAllStar weekend, the @nba @nbaacademy and @fiba hosted the 4th Annual #BWBGlobal camp! (??: @asphaltchronicles)",,147,4,2,"['@nba', '@nbaacademy', '@fiba', '@asphaltchronicles)']","['#NBAAllStar', '#BWBGlobal']"
5866,755059,26950543,2/21/2018,3,21,2,16:15,16,6,Video,The 2018 #NBAAllStar game ends with a defensive stop by #TeamLeBron! #NBABreakdown,,82,0,3,[],"['#NBAAllStar', '#TeamLeBron!', '#NBABreakdown']"
